player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs
maximilian-oebels,54,Maximilian,Oebels,ILB,1.8,70.87,98,216.05
maximilian-schmidt,54,Maximilian,Schmidt,OLB,1.89,74.41,98,216.05
maximilian-wessel,14,Maximilian,Wessel,S,1.81,71.26,92,202.83
maximillian-krauss,57,Maximilian,Krauss,ILB,1.86,73.23,105,231.49
mehmet-furkan-sarikatipoglu,32,Mehmet Furkan,Sarıkatipoğlu,K,1.83,72.05,108,238.1
mete-konya,95,Mete,Konya,DT,1.83,72.05,117,257.94
michael-bausch,8,Michael,Bausch,ILB,1.85,72.83,90,198.42
michael-birdsong,3,Michael,Birdsong,QB,1.95,76.77,105,231.49
michael-habetin,70,Michael,Habetin,OL,1.89,74.41,115,253.53
michael-hinterwirth-haider,57,Michael,Hinterwirth-Haider,OL,1.87,73.62,147,324.08
michael-kimpiabi,49,Michael,Kimpiabi,DT,1.95,76.77,138,304.24
michael-ofosuhene,85,Michael,Ofosuhene,WR,1.81,71.26,88,194.01
michael-sam,52,Michael,Sam,DE,1.88,74.02,116,255.74
michael-schachermayr,13,Michael,Schachermayr,WR,1.82,71.65,88,194.01
michael-starck,99,Michael,Starck,DT,1.98,77.95,120,264.55
michael-winterlik,16,Michael,Winterlik,QB,1.79,70.47,70,154.32
michal-faber,71,Michał ,Faber,DL,,,,
michal-goszczynski,84,Michał,Goszczyński,WR,1.97,77.56,92,202.83
michal-zieta,,Michał ,Zięta,WR,1.81,71.26,82,180.78
miguel-alessandro-boock,3,Miguel Alessandro,Boock,ILB,1.81,71.26,88,194.01
miguel-angel-kabankaya,78,Maiguel Angel,Kabankaya,OL,1.95,76.77,135,297.62
mikail-tatli,50,Mikail,Tatlı,ILB,1.88,74.02,106,233.69
mike-breuler,6,Mike,Breuler,WR,1.89,74.41,95,209.44
mike-taylor-iii,,Mike,Taylor III,DL,1.87,73.62,124,273.37
mikel-gomez,70,Mikel,Gómez,OL,1.88,74.02,132,291.01
milan-misic,92,Milan,Mišić,DL,1.88,74.02,117,257.94
milosz-mackow,10,Miłosz,Maćków,TE,1.76,69.29,103,227.08
mirko-parnow,51,Mirko,Parnow,LB,1.77,69.69,93,205.03
misiona-aiolupotea-pei,90,Misiona,Aiolupotea-Pei,DT,1.9,74.8,120,264.55
modeste-pooda,24,Modeste,Pooda,RB,1.75,68.9,85,187.39
mohamad-gafur,91,Mohamad,Gafur,DE,1.79,70.47,118,260.15
moritz-graul,47,Moritz,Graul,CB,1.87,73.62,90,198.42
moritz-herzel,23,Moritz,Herzel,RB,1.68,66.14,83,182.98
moritz-johannknecht,5,Moritz,Johannknecht,QB,1.88,74.02,91,200.62
moritz-maack,4,Moritz,Maack,QB,1.87,73.62,86,189.6
moritz-riedinger,17,Moritz,Riedinger,WR,1.89,74.41,88,194.01
moritz-scharr,84,Moritz,Scharr,WR,,,,
moritz-schmahel,90,Moritz,Schmahel,DT,1.88,74.02,120,264.55
moritz-schmidt,70,Moritz,Schmidt,OL,1.85,72.83,116,255.74
moritz-schnippe,19,Moritz,Schnippe,WR,1.85,72.83,85,187.39
moritz-thiele,15,Moritz,Thiele,CB,1.81,71.26,88,194.01
moriz-elmauthaler,42,Moriz,Elmauthaler,ILB,1.79,70.47,97,213.85
morten-runne,29,Morten,Runne,FB,1.72,67.72,103,227.08
muhammed-ali-kurutluca,66,Muhammed Ali,Kurutluca,DT,1.87,73.62,119,262.35
muneyuki-kinoshita,22,Muneyuki,Kinoshita,WR,1.73,68.11,82,180.78
murilo-silva,74,Murilo,Silva,OL,1.87,73.62,135,297.62
myke-tavarres,4,Myke,Tavarres ,ILB,1.87,73.62,104,229.28
myron-de-vane,36,Myron,De Vane,DB,1.9,74.8,95,209.44
nafli-rodriguez,71,Nafli,Rodriguez,OL,1.93,75.98,125,275.58
najee-mundicha,74,Najee,Mundicha,DT,1.96,77.17,161,354.94
naji-el-ali,16,Naji,El-Ali,WR,1.86,73.23,84,185.19
najim-hennig,21,Najim,Hennig,CB,1.78,70.08,81,178.57
naren-ishwar-lalwani,75,Naren Ishwar,Lalwani,OL,1.78,70.08,130,286.6
nassim-amroun,19,Nassim,Amroun,WR,1.86,73.23,81,178.57
nathan-kalemba,60,Nathan,Kalemba,OL,1.88,74.02,154,339.51
nathaniel-robitaille,86,Nathaniel,Robitaille,WR,1.86,73.23,89,196.21
nelson-imasuen,99,Nelson,Imasuen,DE,2.07,81.5,124,273.37
nemieceo-loureiro,11,Nemieceo,Loureiro,RB,1.82,71.65,90,198.42
nicholas-moller-hansen,68,Nicholas,Møller-Hansen,OL,1.88,74.02,144,317.47
nick-kaufman,32,Nick,Kaufman,RB,1.73,68.11,86,189.6
nick-rudloff,95,Nick,Rudloff,DT,1.86,73.23,135,297.62
nick-wenzelburger,31,Nick,Wenzelburger,S,1.84,72.44,89,196.21
nick-wiens,68,Nick,Wiens,OL,1.87,73.62,126,277.78
nicko-schuster,3,Nicko,Schuster,FB,1.9,74.8,110,242.51
nico-schon,17,Nico,Schön,WR,1.93,75.98,100,220.46
nico-strahmann,19,Nico,Strahmann,WR,1.8,70.87,83,182.98
nicolai-schumann,85,Nicolai,Schumann,TE,1.93,75.98,113,249.12
nicolas-melcher,97,Nicolas,Melcher,DE,1.91,75.2,115,253.53
nicolas-werle,63,Nicolas,Werle,DL,1.97,77.56,135,297.62
nijaz-hamulic,45,Nijaz,Hamulic,ILB,1.87,73.62,105,231.49
nikita-schonborn,72,Nikita,Schönborn,OL,1.93,75.98,125,275.58
niklas-gustav,98,Niklas,Gustav,DE,1.88,74.02,109,240.3
niklas-johansson,66,Niklas,Johansson,OL,194.0,7637.8,130,286.6
niklas-liesen,47,Niklas,Liesen,ILB,1.84,72.44,106,233.69
niklas-meiworm,76,Niklas,Meiworm,OL,1.96,77.17,147,324.08
niklas-sanin,18,Niklas,Sanin,K,1.83,72.05,85,187.39
niklas-schumm,16,Niklas,Schumm,WR,1.87,73.62,75,165.35
niklas-siegert,32,Niklas,Siegert,ILB,1.92,75.59,112,246.92
niklas-wiem,72,Niklas,Wiem,OL,1.9,74.8,130,286.6
niko-lester,25,Niko,Lester,FS,1.87,73.62,97,213.85
nikodem-hernik,55,Nikodem,Hernik,ILB,1.82,71.65,95,209.44
nikolas-knoblauch,47,Nikolas,Knoblauch,ILB,1.78,70.08,98,216.05
nikolaus-huszar,27,Nikolaus,Huszar,CB,1.83,72.05,89,196.21
nikolaus-rabitsch,19,Nikolaus,Rabitsch,WR,1.79,70.47,83,182.98
nils-baeumer,81,Nils,Bäumer,WR,1.85,72.83,86,189.6
nils-hampel,76,Nils,Hampel,OL,1.91,75.2,130,286.6
noah-aarass,11,Noah,Aarass,WR,1.9,74.8,97,213.85
noah-allsten,21,Noah,Allsten,CB,1.85,72.83,88,194.01
noah-bomba,13,Noah,Bomba,WR,1.95,76.77,88,194.01
noah-kolling,27,Noah,Kölling,RB,1.8,70.87,85,187.39
oguzhan-ceyhan,17,Oğuzhan,Ceyhan,CB,1.78,70.08,83,182.98
okan-guzel,55,Okan,Güzel,DE,1.87,73.62,115,253.53
olav-rohnebaek,40,Olav,Røhnebæk,ILB,1.92,75.59,90,198.42
oleg-gerats,52,Oleg,Gerats,OL,1.85,72.83,170,374.79
oliver-bahr,22,Oliver,Bahr,RB,1.73,68.11,90,198.42
omari-williams,22,Omari,Williams,S,1.86,73.23,82,180.78
omi-yoshihito,84,Omi,Yoshihito,WR,1.81,71.26,84,185.19
onur-can-duzcu,56,Onur Can,Duzcu,ILB,1.83,72.05,98,216.05
onur-dogan,63,Onur,Doğan,OL,1.92,75.59,111,244.71
orhun-akbudak,55,Orhun,Akbudak,OL,1.9,74.8,121,266.76
oscar-sundqvist,70,Oscar,Sundqvist,OL,,,,
oskar-herz,20,Oskar,Herz,K,1.83,72.05,72,158.73
oskar-kranich,52,Oskar,Kranich,DE,1.9,74.8,115,253.53
oskar-wypych,85,Oskar,Wypych,WR,1.8,70.87,87,191.8
otavio-amorim,77,Otavio,Amorim,OL,1.91,75.2,130,286.6
pablo-de-diego,6,Pablo,De Diego,CB,,,,
paco-ufuk-varol,47,Paco (Ufuk),Varol,LB,1.9,74.8,,
paolo-sargeni,21,Paolo,Sargeni,CB,1.78,70.08,85,187.39
pascal-abt,58,Pascal,Abt,OL,1.84,72.44,140,308.65
pascal-brinkers,29,Pascal,Brinkers,OLB,1.84,72.44,101,222.67
pascal-floser,17,Pascal,Flöser,WR,1.81,71.26,85,187.39
pascal-labus,99,Pascal,Labus,DL,1.87,73.62,115,253.53
pascal-schaar,9,Pascal,Schaar,RB,1.83,72.05,107,235.89
pascal-topolewski,53,Pascal,Topolewski,ILB,1.79,70.47,92,202.83
patrick-pilger,20,Patrick,Pilger,S,178.0,7007.87,93,205.03
patrick-poetsch,43,Patrick,Poetsch,FB,1.8,70.87,124,273.37
paul-fischer,23,Paul,Fischer,CB,1.78,70.08,78,171.96
paul-kavadia-lenhardt,5,Paul,Kavadia-Lenhardt,WR,1.76,69.29,70,154.32
paul-meissner,33,Paul,Meißner,S,1.85,72.83,100,220.46
paul-schachner,28,Paul,Schachner,CB,1.79,70.47,78,171.96
paul-seifert,8,Paul,Seifert,OLB,1.82,71.65,84,185.19
paul-steffen,22,Paul,Steffen,S,1.79,70.47,88,194.01
paul-steigerwald,18,Paul,Steigerwald,WR,1.98,77.95,98,216.05
paul-veritas,7,Paul,Veritas,OLB,1.89,74.41,105,231.49
pawel-barul,30,Paweł,Barul,RB,1.82,71.65,95,209.44
per-kristian-molberg,76,Per Kristian,Molberg,OL,1.98,77.95,135,297.62
peter-devoe,26,Peter,Devoe,DB,1.84,72.44,94,207.23
peter-weiblen,85,Peter,Weiblen,WR,1.8,70.87,90,198.42
phileas-pasqualini,7,Philéas,Pasqualini,RB,1.8,70.87,106,233.69
philip-weinzierl,74,Philip,Weinzierl,OL,1.9,74.8,136,299.83
philipp-haun,10,Philipp,Haun,WR,1.8,70.87,82,180.78
philipp-loffelberger,51,Philipp,Löffelberger,DT,1.88,74.02,107,235.89
philipp-mingerzahn,42,Philipp,Mingerzahn,DL/LB,1.85,72.83,97,213.85
philipp-muller,79,Philipp,Müller,DT,1.84,72.44,119,262.35
philipp-schumann,89,Philipp,Schumann,WR,1.91,75.2,90,198.42
philipp-timmermann,48,Philipp,Timmermann,OLB,1.77,69.69,86,189.6
philipp-ungericht,97,Philipp,Ungericht,DE,1.96,77.17,125,275.58
phillip-eichhorn,80,Phillip,Eichhorn,TE,1.91,75.2,108,238.1
phillip-friis-andersen,4,Phillip Friis,Andersen,K/P,1.8,70.87,88,194.01
phillip-ruffin,19,Phillip,Ruffin,CB,1.87,73.62,86,189.6
pierce-boothby,70,Pierce,Boothby,OL,1.92,75.59,136,299.83
pierre-courageux,28,Pierre,Courageux,DB,1.88,74.02,92,202.83
piotr-golacki,,Piotr,Golacki,K,,,,
piotr-ostrowski,96,Piotr,Ostrowski,DE,1.91,75.2,115,253.53
pollys-junio-sacramento,68,Pollys Junio,Sacramento,OL,1.93,75.98,135,297.62
precious-ogbevoen,43,Precious (Osaruonamen) ,Ogbevoen,ILB,1.8,70.87,112,246.92
przemyslaw-banat,82,Przemysław,Banat,WR,1.88,74.02,85,187.39
przemyslaw-lewszyk,21,Przemysław,Lewszyk,LB,1.84,72.44,103,227.08
quinten-pounds,1,Quinten,Pounds,WR,1.82,71.65,82,180.78
rafael-belici,81,Rafael,Belici,WR,1.74,68.5,70,154.32
rafal-rogaczewski,55,Rafał,Rogaczewski,OL,1.78,70.08,120,264.55
ramin-akhlaghi,14,Ramin,Akhlaghi,WR,1.8,70.87,80,176.37
ramy-mohamed,92,Ramy,Mohamed,DL,1.9,74.8,105,231.49
randy-schroeder,8,Randy,Schroeder,QB,1.83,72.05,89,196.21
raoul-hrouda,6,Raoul ,Hrouda,WR,1.8,70.87,82,180.78
raul-hernandez,42,Raúl,Hernández,TE,1.95,76.77,121,266.76
rayan-khefif,27,Rayan,Khefif,ILB,1.88,74.02,111,244.71
raymond-sobowale,22,Raymond,Sobowale,RB,1.85,72.83,106,233.69
reece-horn,17,Reece,Horn,WR,1.9,74.8,98,216.05
remi-bertellin,4,Rémi,Bertellin,WR,1.83,72.05,84,185.19
remy-feltes,90,Remy,Feltes,DE,1.95,76.77,145,319.67
rene-berres,15,René,Berres,FB/TE,1.88,74.02,102,224.87
rene-hanssen,29,René,Hanßen,CB,1.8,70.87,84,185.19
rene-schulze,40,Rene,Schulze,ILB,1.84,72.44,103,227.08
richard-grooten,9,Richard,Grooten,S,1.77,69.69,82,180.78
ricky-tjong-a-tjoe,79,Ricky,Tjong-A-Tjoe,DE,1.91,75.2,120,264.55
robby-kendall,20,Robby,Kendall,S,1.83,72.05,85,187.39
robert-kahlke,77,Robert,Kahlke,OL,1.96,77.17,130,286.6
robert-rosolek,99,Robert,Rosołek,DE,1.92,75.59,103,227.08
robin-fensch,77,Robin,Fensch,OL,1.94,76.38,130,286.6
robin-haberle,73,Robin,Häberle,OL,1.95,76.77,152,335.1
robin-maier,24,Robin,Maier,DB,1.8,70.87,83,182.98
robin-wilzeck,7,Robin,Wilzeck,WR,1.82,71.65,90,198.42
roedion-henrique,6,Roedion,Henrique,CB,1.89,74.41,89,196.21
rohat-dagdelen,12,Rohat,Dagdelen,QB,1.87,73.62,99,218.26
roman-sellung,91,Roman,Sellung,DL,1.86,73.23,138,304.24
ron-mac-spiegel,65,Ron Mac,Spiegel,OL,2.0,78.74,155,341.72
ronley-lakalaka,11,Ronley,Lakalaka,ILB,1.82,71.65,102,224.87
roque-alarcon,88,Roque, Alarcón,WR,1.83,72.05,81,178.57
ruben-pein,26,Ruben,Pein ,RB,1.77,69.69,81,178.57
ruben-quintana,86,Rubén,Quintana,TE,1.89,74.41,91,200.62
ruben-seeber,1,Ruben,Seeber,ILB,1.82,71.65,97,213.85
rudi-lee-frey,15,Rudi,Lee Frey,TE,1.94,76.38,107,235.89
rudolf-warkentin,59,Rudolf,Warkentin,LB,1.8,70.87,100,220.46
ryan-rimmler,1,Ryan,Rimmler,K,1.8,70.87,104,229.28
salieu-ceesay,1,Salieu,Ceesay,QB,1.94,76.38,92,202.83
salih-ozdemir,23,Salih,Özdemir,OLB,1.78,70.08,96,211.64
sam-taylor,,Sam,Taylor,ILB,1.83,72.05,100,220.46
samet-bilgin,61,Samet,Bilgin,DT,1.83,72.05,148,326.28
samuel-anca,13,Samuel,Anca,WR,1.91,75.2,89,196.21
samuel-shannon,27,Samuel,Shannon,RB,1.85,72.83,94,207.23
samuel-ziebarth,93,Samuel,Ziebarth,DT,,,,
sango-erume-vogel,43,Sango-Erume,Vogel,CB,1.8,70.87,84,185.19
sean-shelton,12,Sean ,Shelton,QB,1.9,74.8,100,220.46
seantarius-jones,7,Seantavius,Jones,WR,1.93,75.98,95,209.44
sebastian-arenas,75,Sebastian,Arenas,OL,1.96,77.17,136,299.83
sebastian-bal,62,Sebastian,Bal,OL,1.86,73.23,128,282.19
sebastian-bowen,73,Sebastian,Bowen,DT,1.88,74.02,120,264.55
sebastian-castaner,49,Sebastián,Castañer,ILB,1.88,74.02,100,220.46
sebastian-daum,16,Sebastian,Daum,P,1.84,72.44,94,207.23
sebastian-ernst,33,Sebastian,Ernst,ILB,1.83,72.05,92,202.83
sebastian-fey,93,Sebastian,Fey,DT,1.93,75.98,125,275.58
sebastian-gauthier,41,Sebastian,Gauthier,OLB,1.83,72.05,95,209.44
sebastian-huber,39,Sebastian,Huber,OLB,1.85,72.83,100,220.46
sebastian-kojkol,68,Sebastian,Kojkol,OL,1.9,74.8,130,286.6
sebastian-schaar,95,Sebastian,Schaar,DE,1.88,74.02,120,264.55
sebastian-silva-gomez,56,Sebastian,Silva Gomez,OLB,1.9,74.8,98,216.05
sebastian-summerer,32,Sebastian,Summerer,S,1.75,68.9,80,176.37
sebastian-van-santen,,Sebastian,van Santen,K,1.93,75.98,,
sebastian-wimmer,37,Sebastian,Wimmer,CB,183.0,7204.72,83,182.98
sedwon-kaya,49,Sedwon,Kaya,LB,1.9,74.8,93,205.03
selahattin-saka,52,Selahattin,Saka,OLB,1.85,72.83,95,209.44
semmie-radji,3,Semmie,Radji,OLB,1.94,76.38,119,262.35
sercan-vardar,99,Sercan,Vardar,DE,1.77,69.69,114,251.33
serdar-kiraz,34,Serdar,Kiraz,RB,1.78,70.08,95,209.44
sergio-barbero,14,Sergio,Barbero,QB,1.85,72.83,85,187.39
serif-emir-dulger,68,Şerif Emir,Dülger,OL,1.9,74.8,122,268.96
shalom-baafi,70,Shalom,Baafi,OL,1.94,76.38,140,308.65
shawn-wilson,2,Shawn,Wilson,S,1.77,69.69,99,218.26
shida-wang,88,Shida,Wang,CB,1.8,70.87,87,191.8
silvan-barelds,85,Silvan,Barelds,TE,1.98,77.95,115,253.53
simon-braun,17,Simon,Braun,WR,1.81,71.26,84,185.19
simon-homadi,26,Simon,Homadi,RB,1.84,72.44,90,198.42
simon-leinauer,31,Simon,Leinauer,ILB,1.8,70.87,95,209.44
simon-mayerhoff,10,Simon,Mayerhoff,CB,1.77,69.69,88,194.01
simon-otto,28,Simon,Otto,CB,1.85,72.83,80,176.37
simon-pilger,15,Simon,Pilger,WR,1.83,72.05,78,171.96
sinan-cingilli,94,Sinan,Cingilli,DT,1.98,77.95,145,319.67
slade-jarman,12,Slade,Jarman,QB,1.95,76.77,100,220.46
stanley-zeregbe,2,Stanley,Zeregbe,DE,1.88,74.02,105,231.49
stefan-drecun,64,Stefan,Drecun,OL,1.94,76.38,130,286.6
steffen-olschok,20,Steffen,Olschok,DB,1.77,69.69,79,174.17
steven-kuhne,90,Steven,Kühne,DL,1.91,75.2,140,308.65
sven-breidenbach,77,Sven,Breidenbach,OL,1.97,77.56,145,319.67
sven-fischer,74,Sven,Fischer,OL,1.91,75.2,140,308.65
sven-hinrichs,75,Sven,Hinrichs,OL,1.95,76.77,155,341.72
sven-rieger,97,Sven,Rieger,DT,1.94,76.38,155,341.72
sydney-amadu,9,Sydney,Amadu,ILB,1.85,72.83,113,249.12
szymon-adamczyk,50,Szymon,Adamczyk,DT,1.84,72.44,117,257.94
szymon-grzebieniak,95,Szymon,Grzebieniak,DL,1.94,76.38,110,242.51
szymon-jarmolkowicz,3,Szymon,Jarmołkowicz,DB,1.8,70.87,87,191.8
szymon-romanowski,31,Szymon,Romanowski,CB,1.8,70.87,84,185.19
tadhg-leader,44,Tadhg ,Leader,K,1.89,74.41,93,205.03
taha-cokadar,8,Taha,Çokadar,RB,1.75,68.9,92,202.83
talat-gokhan-bulusan,15,Talat Gökhan,Buluşan,ILB,1.82,71.65,97,213.85
terryon-robinson,6,Terryon,Robinson,WR,1.8,70.87,89,196.21
thaddeus-schirmer,30,Thaddeus,Schirmer,DB,1.84,72.44,85,187.39
thang-le-minh,93,Thang,Le Minh,DT,1.87,73.62,125,275.58
theo-groendeals,80,Theo,Groendeals,TE,1.85,72.83,92,202.83
thiago-lessow,54,Thiago,Lessow,OLB,1.87,73.62,95,209.44
thomas-albrecht,59,Thomas,Albrecht,ILB,1.83,72.05,106,233.69
thomas-costa,8,Thomas,Costa Anessiadis,CB,1.82,71.65,80,176.37
thomas-edel,7,Thomas,Edel,RB,1.84,72.44,107,235.89
thomas-fileccia,71,Thomas,Fileccia,OL,192.0,7559.06,130,286.6
thomas-fischbach,27,Thomas,Fischbach,RB,1.71,67.32,80,176.37
thomas-ghebrezhirer,68,Thomas,Ghebrezhirer,OL,1.8,70.87,122,268.96
thomas-kugler,9,Thomas,Kugler,S,1.85,72.83,90,198.42
thomas-langecker,17,Thomas,Langecker,TE,1.95,76.77,108,238.1
thomas-schaffer,90,Thomas,Schaffer,DE,2.01,79.13,140,308.65
thomas-schnurrer,40,Thomas,Schnurrer,ILB,1.82,71.65,96,211.64
thomas-van-den-oort,55,Thomas,van den Oort,OLB,1.93,75.98,106,233.69
thomas-zampach,6,Thomas,Zampach,K,1.75,68.9,77,169.76
til-becker,30,Til,Becker,OLB,1.9,74.8,100,220.46
till-janssen,7,Till,Janssen,CB,1.9,74.8,87,191.8
tillman-bolk,86,Tillman,Bolk,TE,1.92,75.59,110,242.51
tilman-brutsch,74,Tilman,Brütsch,OL,1.89,74.41,140,308.65
tim-albrecht,13,Tim,Albrecht,WR,1.87,73.62,93,205.03
tim-gockus,92,Tim,Göckus,DE,1.88,74.02,105,231.49
tim-hanni,96,Tim,Hänni,DT,1.96,77.17,128,282.19
tim-hirsch,78,Tim,Hirsch,OL,1.94,76.38,136,299.83
tim-schulz,24,Tim,Schulz,RB,1.81,71.26,93,205.03
tim-unger,33,Tim,Unger,OLB,1.85,72.83,97,213.85
tim-wustefeld,91,Tim,Wüstefeld,DT,1.8,70.87,112,246.92
timo-benschuh,10,Timo,Benschuh,WR,1.94,76.38,85,187.39
timo-bronn,3,Timo,Bronn,K,1.81,71.26,75,165.35
timo-jungst,47,Timo,Jüngst,ILB,1.8,70.87,105,231.49
timo-winter,76,Timo,Winter,OL,1.88,74.02,140,308.65
timon-debiez,33,Timón,Debiez,ILB,1.78,70.08,90,198.42
timon-stuwe,89,Timon,Stüwe,WR,1.88,74.02,108,238.1
timothy-knuettel,6,Timothy,Knüttel,WR,1.88,74.02,90,198.42
tinashe-jefferson-chawaguta,93,Tinashe Jefferson,Chawaguta,DT,1.8,70.87,116,255.74
tino-ndongo,80,Tino,Ndongo,WR,1.76,69.29,78,171.96
tobias-bonatti,25,Tobias,Bonatti,RB,1.8,70.87,90,198.42
tobias-burkhardt,92,Tobias,Burkhardt,DT,1.92,75.59,123,271.17
tobias-jarmuzek,16,Tobias,Jarmuzek,QB,1.95,76.77,109,240.3
tobias-kolb,48,Tobias,Kolb,FB,1.82,71.65,112,246.92
tobias-nick,33,Tobias,Nick,RB,1.8,70.87,97,213.85
tobias-nill,2,Tobias,Nill,WR,1.78,70.08,92,202.83
tobias-rodlauer,70,Tobias,Rodlauer,OL,1.94,76.38,135,297.62
tobias-url,73,Tobias,Url,OL,1.8,70.87,118,260.15
tobiasz-witalis,9,Tobiasz,Witalis,DB,1.78,70.08,80,176.37
toby-lettman,77,Toby,Lettman,OL,1.98,77.95,139,306.44
tolga-torun,4,Tolga,Törün,WR,1.78,70.08,78,171.96
tom-maier,72,Tom,Maier,OL,2.01,79.13,122,268.96
tom-stickel,48,Tom,Stickel,ILB,1.92,75.59,108,238.1
tom-van-duijn,15,Tom,Van Duijn,QB/K,1.93,75.98,105,231.49
tomasz-dziedzic,17,Tomasz,Dziedzic,WR,1.85,72.83,70,154.32
tomasz-kiszka,45,Tomasz,Kiszka,LB,1.8,70.87,102,224.87
toni-rabensteiner,87,Toni,Rabensteiner,WR,1.8,70.87,97,213.85
tony-anderson,31,Tony,Anderson,S,1.93,75.98,98,216.05
tony-koskinen,72,Tony,Koskinen,OL,1.93,75.98,123,271.17
tony-kulok,27,Tony,Kulok,RB,1.81,71.26,84,185.19
tre-king,24,Tre,King,RB,1.82,71.65,88,194.01
tristan-csiza,30,Tristan,Csiza,DB,1.8,70.87,85,187.39
tufan-yagmur,2,Tufan,Yagmur,ILB,1.8,70.87,98,216.05
tuna-hiller,92,Tuna,Hiller,DT,1.86,73.23,120,264.55
tyrese-johnson-fisher,9,Tyrese,Johnson-Fisher,RB,1.8,70.87,100,220.46
tyrese-owusu-bediako,96,Tyrese,Owusu-Bediako,DT,1.93,75.98,125,275.58
tyrone-jordan-alexander,28,Tyrone Jordan,Alexander,RB,1.76,69.29,80,176.37
ufuk-eren-ozelce,5,Ufuk Eren,Özelçe,S,1.75,68.9,85,187.39
valentin-rodiger,81,Valentin,Rödiger,WR,1.8,70.87,81,178.57
vicente-latorre,46,Vicente,Latorre,DL,1.85,72.83,99,218.26
victor-albarracin,43,Víctor,Albarracín,ILB,1.83,72.05,93,205.03
victor-ferrier,8,Victor,Ferrier,S,1.84,72.44,88,194.01
viktor-wiederspahn,79,Viktor,Wiederspahn,OL/LS,1.8,70.87,120,264.55
ville-valasti,55,Ville,Valasti,DL,1.95,76.77,115,253.53
vincent-buffet,99,Vincent,Buffet,DE,1.89,74.41,125,275.58
vincent-muller,23,Vincent,Müller,CB,1.87,73.62,90,198.42
vincent-wilson-oberko,21,Vincent,Wilson-Oberko,S,1.8,70.87,82,180.78
vito-millauer,46,Vito,Millauer,DE,192.0,7559.06,105,231.49
vojislav-hahn,75,Vojislav,Hahn,OL,1.9,74.8,120,264.55
wael-nasri,52,Wael,Nasri,ILB,1.8,70.87,105,231.49
waheed-bhikh,19,Waheed,Bhikh,CB,1.83,72.05,83,182.98
wayne-drew,97,Wayne,Drew,DL,1.88,74.02,110,242.51
wesley-martheli,22,Wesley,Martheli,S,1.8,70.87,84,185.19
weston-carr,10,Weston,Carr,WR,1.89,74.41,91,200.62
wiktor-zieba,16,Wiktor,Zięba,WR,1.87,73.62,94,207.23
willi-dill,6,Willi,Dill,WR,1.75,68.9,86,189.6
william-james,24,William ,James,S,1.8,70.87,88,194.01
william-lloyd,4,William,Lloyd,ILB,1.85,72.83,98,216.05
xavier-jerome-johnson,24,Xavier Jerome,Johnson,RB,1.78,70.08,86,189.6
yago-rivero,99,Yago,Rivero,DE,1.86,73.23,105,231.49
yannic-kiehl,77,Yannic,Kiehl,OL,2.02,79.53,130,286.6
yannic-landfried,47,Yannic,Landfried,RB,1.88,74.02,112,246.92
yannick-mayr,14,Yannick,Mayr,WR,1.83,72.05,88,194.01
yannis-binner,13,Yannis,Binner,TE,1.92,75.59,95,209.44
yigit-timer,12,Yiğit,Timer,QB,1.88,74.02,92,202.83
yigitcan-ferhat-ertur,31,Yiğitcan Ferhat,Ertür,CB,1.83,72.05,95,209.44
yilmaz-berk-guven,19,YIlmaz Berk,Güven,WR,1.87,73.62,80,176.37
zach-edwards,1,Zach,Edwards,QB,1.95,76.77,100,220.46
zachariah-davidson-bentham,76,Zachariah,Davidson-Bentham,OL,1.97,77.56,156,343.92
zachary-blair,42,Zachary,Blair,ILB,1.88,74.02,100,220.46
zafer-ceylan,77,Zafer,Ceylan,DT,1.88,74.02,133,293.21
zinedin-bendjabou,83,Zinedin,Bendjabou,WR,1.8,70.87,77,169.76
zoltan-golita,21,Zoltan,Golita,CB,1.78,70.08,85,187.39
